TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.DateUtils,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,26,52,78722,1771072179204,1.0,11111111,0.9574468085106383,11111111111111111111111111111101111111110111111,1.0,,0,0,0,0,0.9598540145985401,1111111111111111111110111111111111110111111111111110111111111111111111111111111111111111111111111111101111111111111111111111111111111111101111111111111111111111110111111111011111111111111111111111110111111111111111111111111011111111101111111111111111111111111011111111111111,0.6,01011,1.0,111,1.0,111,0.9574468085106383,11111111111111111111111111111011111111101111111
